flow_id,timestamp,src_ip,src_port,dst_ip,dst_port,protocol,duration,packets_numbers,receiving_packets_numbers,sending_packets_numbers,total_bytes,receiving_bytes,sending_bytes,packets_rate,packets_len_rate,min_packets_len,max_packets_len,mean_packets_len,standard_deviation_packets_len,variance_packets_len,coefficient_of_variation_packets_len,dns_domain_name,dns_top_level_domain,dns_second_level_domain,dns_domain_name_length,dns_subdomain_name_length,uni_gram_domain_name,bi_gram_domain_name,tri_gram_domain_name,numerical_percentage,character_distribution,character_entropy,max_continuous_numeric_len,max_continuous_alphabet_len,max_continuous_consonants_len,max_continuous_same_alphabet_len,vowels_consonant_ratio,conv_freq_vowels_consonants,distinct_ttl_values,ttl_values_min,ttl_values_max,ttl_values_mean,ttl_values_mode,ttl_values_median,distinct_A_records,distinct_NS_records,ans_resource_record_type,ans_resource_record_class,label
2024-12-12 15:28:52.769443_192.168.0.164_60552_192.168.0.1_53_33688,2024-12-12 15:28:52.769443,192.168.0.164,60552,192.168.0.1,53,DNS,0.03478,2,1,1,224,104,120,57.49757,6439.72786,104,120,112.00000,8.00000,64.00000,0.07143,hb7oiog2u6wfal615u50sopjt54vp.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['h', 'b', '7', 'o', 'i', 'o', 'g', '2', 'u', '6', 'w', 'f', 'a', 'l', '6', '1', '5', 'u', '5', '0', 's', 'o', 'p', 'j', 't', '5', '4', 'v', 'p', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['hb', 'b7', '7o', 'oi', 'io', 'og', 'g2', '2u', 'u6', '6w', 'wf', 'fa', 'al', 'l6', '61', '15', '5u', 'u5', '50', '0s', 'so', 'op', 'pj', 'jt', 't5', '54', '4v', 'vp', 'p.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['hb7', 'b7o', '7oi', 'oio', 'iog', 'og2', 'g2u', '2u6', 'u6w', '6wf', 'wfa', 'fal', 'al6', 'l61', '615', '15u', '5u5', 'u50', '50s', '0so', 'sop', 'opj', 'pjt', 'jt5', 't54', '54v', '4vp', 'vp.', 'p.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.2222222222222222,"{'o': 3, '0': 1, '5': 3, 'm': 1, 'j': 1, 'f': 1, 'w': 1, '.': 4, 'b': 1, 's': 1, 'h': 1, '6': 2, 'y': 1, 'u': 3, 'd': 1, 'i': 2, 'e': 1, '2': 1, 'p': 3, '1': 1, 'x': 1, '4': 1, 'z': 1, 'v': 1, '7': 1, 'g': 1, 'a': 3, 't': 1, 'l': 2}",4.652421151644846,3,6,3,1,0.631578947368421,0.3023255813953488,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:30:05.855082_192.168.0.164_60554_192.168.0.1_53_20583,2024-12-12 15:30:05.855082,192.168.0.164,60554,192.168.0.1,53,DNS,0.03460,2,1,1,224,104,120,57.81180,6474.92175,104,120,112.00000,8.00000,64.00000,0.07143,hfu014jpkdpi6g5j5dbut9y0n04vg.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['h', 'f', 'u', '0', '1', '4', 'j', 'p', 'k', 'd', 'p', 'i', '6', 'g', '5', 'j', '5', 'd', 'b', 'u', 't', '9', 'y', '0', 'n', '0', '4', 'v', 'g', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['hf', 'fu', 'u0', '01', '14', '4j', 'jp', 'pk', 'kd', 'dp', 'pi', 'i6', '6g', 'g5', '5j', 'j5', '5d', 'db', 'bu', 'ut', 't9', '9y', 'y0', '0n', 'n0', '04', '4v', 'vg', 'g.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['hfu', 'fu0', 'u01', '014', '14j', '4jp', 'jpk', 'pkd', 'kdp', 'dpi', 'pi6', 'i6g', '6g5', 'g5j', '5j5', 'j5d', '5db', 'dbu', 'but', 'ut9', 't9y', '9y0', 'y0n', '0n0', 'n04', '04v', '4vg', 'vg.', 'g.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.2222222222222222,"{'0': 3, '5': 2, 'm': 1, 'n': 1, 'j': 2, 'f': 1, '.': 4, 'b': 1, 'h': 1, '6': 1, 'y': 2, 'u': 3, 'd': 3, 'k': 1, 'i': 2, 'e': 1, 'p': 3, '1': 1, 'x': 1, '4': 2, '9': 1, 'z': 1, 'v': 1, 'g': 2, 'a': 2, 't': 1, 'l': 1}",4.580307540581812,3,6,5,1,0.34782608695652173,0.27906976744186046,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:31:14.445154_192.168.0.164_60555_192.168.0.1_53_59984,2024-12-12 15:31:14.445154,192.168.0.164,60555,192.168.0.1,53,DNS,0.02657,2,1,1,224,104,120,75.28682,8432.12378,104,120,112.00000,8.00000,64.00000,0.07143,5zbhj8qlv7nwowc609odyv8y9e4vn.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['5', 'z', 'b', 'h', 'j', '8', 'q', 'l', 'v', '7', 'n', 'w', 'o', 'w', 'c', '6', '0', '9', 'o', 'd', 'y', 'v', '8', 'y', '9', 'e', '4', 'v', 'n', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['5z', 'zb', 'bh', 'hj', 'j8', '8q', 'ql', 'lv', 'v7', '7n', 'nw', 'wo', 'ow', 'wc', 'c6', '60', '09', '9o', 'od', 'dy', 'yv', 'v8', '8y', 'y9', '9e', 'e4', '4v', 'vn', 'n.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['5zb', 'zbh', 'bhj', 'hj8', 'j8q', '8ql', 'qlv', 'lv7', 'v7n', '7nw', 'nwo', 'wow', 'owc', 'wc6', 'c60', '609', '09o', '9od', 'ody', 'dyv', 'yv8', 'v8y', '8y9', 'y9e', '9e4', 'e4v', '4vn', 'vn.', 'n.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.2,"{'o': 2, '0': 1, '5': 1, 'm': 1, 'n': 2, 'j': 1, 'w': 2, '.': 4, 'b': 1, 'c': 1, 'h': 1, 'q': 1, '6': 1, 'y': 3, 'u': 1, 'd': 2, 'i': 1, 'e': 2, 'p': 1, 'x': 1, '4': 1, '9': 2, 'z': 2, 'v': 3, '7': 1, '8': 2, 'a': 2, 'l': 2}",4.658302540677966,3,6,4,1,0.3333333333333333,0.2558139534883721,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:32:04.267327_192.168.0.164_60556_192.168.0.1_53_20557,2024-12-12 15:32:04.267327,192.168.0.164,60556,192.168.0.1,53,DNS,0.03007,2,1,1,224,104,120,66.51818,7450.03644,104,120,112.00000,8.00000,64.00000,0.07143,s1ivuvetnxijrq95c52p03rcqm4vv.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['s', '1', 'i', 'v', 'u', 'v', 'e', 't', 'n', 'x', 'i', 'j', 'r', 'q', '9', '5', 'c', '5', '2', 'p', '0', '3', 'r', 'c', 'q', 'm', '4', 'v', 'v', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['s1', '1i', 'iv', 'vu', 'uv', 've', 'et', 'tn', 'nx', 'xi', 'ij', 'jr', 'rq', 'q9', '95', '5c', 'c5', '52', '2p', 'p0', '03', '3r', 'rc', 'cq', 'qm', 'm4', '4v', 'vv', 'v.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['s1i', '1iv', 'ivu', 'vuv', 'uve', 'vet', 'etn', 'tnx', 'nxi', 'xij', 'ijr', 'jrq', 'rq9', 'q95', '95c', '5c5', 'c52', '52p', '2p0', 'p03', '03r', '3rc', 'rcq', 'cqm', 'qm4', 'm4v', '4vv', 'vv.', 'v.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.17777777777777778,"{'0': 1, 'r': 2, '5': 2, 'm': 2, 'j': 1, 'n': 1, '.': 4, 's': 1, 'c': 2, '3': 1, 'q': 2, 'y': 1, 'u': 2, 'd': 1, 'i': 3, 'e': 2, '2': 1, 'p': 2, '1': 1, 'x': 2, '4': 1, '9': 1, 'z': 1, 'v': 4, 'a': 2, 't': 1, 'l': 1}",4.586188929614931,2,12,4,2,0.375,0.3488372093023256,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:33:18.478439_192.168.0.164_60557_192.168.0.1_53_62026,2024-12-12 15:33:18.478439,192.168.0.164,60557,192.168.0.1,53,DNS,0.03353,2,1,1,224,104,120,59.65360,6681.20277,104,120,112.00000,8.00000,64.00000,0.07143,tn6lrezo16ncazgjyoh2ivs8vl4v2.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['t', 'n', '6', 'l', 'r', 'e', 'z', 'o', '1', '6', 'n', 'c', 'a', 'z', 'g', 'j', 'y', 'o', 'h', '2', 'i', 'v', 's', '8', 'v', 'l', '4', 'v', '2', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['tn', 'n6', '6l', 'lr', 're', 'ez', 'zo', 'o1', '16', '6n', 'nc', 'ca', 'az', 'zg', 'gj', 'jy', 'yo', 'oh', 'h2', '2i', 'iv', 'vs', 's8', '8v', 'vl', 'l4', '4v', 'v2', '2.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['tn6', 'n6l', '6lr', 'lre', 'rez', 'ezo', 'zo1', 'o16', '16n', '6nc', 'nca', 'caz', 'azg', 'zgj', 'gjy', 'jyo', 'yoh', 'oh2', 'h2i', '2iv', 'ivs', 'vs8', 's8v', '8vl', 'vl4', 'l4v', '4v2', 'v2.', '2.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.15555555555555556,"{'o': 2, 'r': 1, 'm': 1, 'j': 1, 'n': 2, '.': 4, 's': 1, 'c': 1, 'h': 1, '6': 2, 'y': 2, 'u': 1, 'd': 1, 'i': 2, 'e': 2, '2': 2, 'p': 1, '1': 1, 'x': 1, '4': 1, 'z': 3, 'v': 3, 'g': 1, '8': 1, 'a': 3, 't': 1, 'l': 3}",4.580307540581812,2,9,4,1,0.4166666666666667,0.3409090909090909,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:34:10.544312_192.168.0.164_60559_192.168.0.1_53_32837,2024-12-12 15:34:10.544312,192.168.0.164,60559,192.168.0.1,53,DNS,0.03747,2,1,1,224,104,120,53.38166,5978.74622,104,120,112.00000,8.00000,64.00000,0.07143,zrdgo5r2e6xgaw242oin3wexag4vw.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['z', 'r', 'd', 'g', 'o', '5', 'r', '2', 'e', '6', 'x', 'g', 'a', 'w', '2', '4', '2', 'o', 'i', 'n', '3', 'w', 'e', 'x', 'a', 'g', '4', 'v', 'w', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['zr', 'rd', 'dg', 'go', 'o5', '5r', 'r2', '2e', 'e6', '6x', 'xg', 'ga', 'aw', 'w2', '24', '42', '2o', 'oi', 'in', 'n3', '3w', 'we', 'ex', 'xa', 'ag', 'g4', '4v', 'vw', 'w.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['zrd', 'rdg', 'dgo', 'go5', 'o5r', '5r2', 'r2e', '2e6', 'e6x', '6xg', 'xga', 'gaw', 'aw2', 'w24', '242', '42o', '2oi', 'oin', 'in3', 'n3w', '3we', 'wex', 'exa', 'xag', 'ag4', 'g4v', '4vw', 'vw.', 'w.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.17777777777777778,"{'o': 2, 'r': 2, '5': 1, 'm': 1, 'n': 1, 'w': 3, '.': 4, '3': 1, '6': 1, 'y': 1, 'u': 1, 'd': 2, 'i': 2, 'e': 3, '2': 3, 'p': 1, 'x': 3, '4': 2, 'z': 2, 'v': 1, 'g': 3, 'a': 4, 'l': 1}",4.341310040533734,3,6,4,1,0.5714285714285714,0.37209302325581395,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:35:06.764163_192.168.0.164_60561_192.168.0.1_53_46427,2024-12-12 15:35:06.764163,192.168.0.164,60561,192.168.0.1,53,DNS,0.02900,2,1,1,224,104,120,68.96541,7724.12625,104,120,112.00000,8.00000,64.00000,0.07143,rahj2j96428x2feo23ix9m2bi64v0.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['r', 'a', 'h', 'j', '2', 'j', '9', '6', '4', '2', '8', 'x', '2', 'f', 'e', 'o', '2', '3', 'i', 'x', '9', 'm', '2', 'b', 'i', '6', '4', 'v', '0', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['ra', 'ah', 'hj', 'j2', '2j', 'j9', '96', '64', '42', '28', '8x', 'x2', '2f', 'fe', 'eo', 'o2', '23', '3i', 'ix', 'x9', '9m', 'm2', '2b', 'bi', 'i6', '64', '4v', 'v0', '0.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['rah', 'ahj', 'hj2', 'j2j', '2j9', 'j96', '964', '642', '428', '28x', '8x2', 'x2f', '2fe', 'feo', 'eo2', 'o23', '23i', '3ix', 'ix9', 'x9m', '9m2', 'm2b', '2bi', 'bi6', 'i64', '64v', '4v0', 'v0.', '0.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.3111111111111111,"{'o': 1, '0': 1, 'r': 1, 'm': 2, 'j': 2, 'f': 1, '.': 4, 'b': 1, 'h': 1, '3': 1, '6': 2, 'y': 1, 'u': 1, 'd': 1, 'i': 3, 'e': 2, '2': 5, 'p': 1, 'x': 3, '4': 2, '9': 2, 'z': 1, 'v': 1, '8': 1, 'a': 3, 'l': 1}",4.472424141197959,5,6,3,1,0.5882352941176471,0.2727272727272727,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:35:55.649288_192.168.0.164_60563_192.168.0.1_53_2287,2024-12-12 15:35:55.649288,192.168.0.164,60563,192.168.0.1,53,DNS,0.03135,2,1,1,224,104,120,63.80577,7146.24591,104,120,112.00000,8.00000,64.00000,0.07143,lx0fh5f8mw35whudt88o3c169f4v1.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['l', 'x', '0', 'f', 'h', '5', 'f', '8', 'm', 'w', '3', '5', 'w', 'h', 'u', 'd', 't', '8', '8', 'o', '3', 'c', '1', '6', '9', 'f', '4', 'v', '1', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['lx', 'x0', '0f', 'fh', 'h5', '5f', 'f8', '8m', 'mw', 'w3', '35', '5w', 'wh', 'hu', 'ud', 'dt', 't8', '88', '8o', 'o3', '3c', 'c1', '16', '69', '9f', 'f4', '4v', 'v1', '1.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['lx0', 'x0f', '0fh', 'fh5', 'h5f', '5f8', 'f8m', '8mw', 'mw3', 'w35', '35w', '5wh', 'whu', 'hud', 'udt', 'dt8', 't88', '88o', '8o3', 'o3c', '3c1', 'c16', '169', '69f', '9f4', 'f4v', '4v1', 'v1.', '1.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.28888888888888886,"{'o': 1, '0': 1, '5': 2, 'm': 2, 'w': 2, 'f': 3, '.': 4, 'c': 1, 'h': 2, '3': 2, '6': 1, 'y': 1, 'u': 2, 'd': 2, 'i': 1, 'e': 1, 'p': 1, '1': 2, 'x': 2, '4': 1, '9': 1, 'z': 1, 'v': 1, '8': 3, 'a': 2, 't': 1, 'l': 2}",4.613858096233522,3,6,3,1,0.3333333333333333,0.20454545454545456,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:36:55.519889_192.168.0.164_60565_192.168.0.1_53_43206,2024-12-12 15:36:55.519889,192.168.0.164,60565,192.168.0.1,53,DNS,0.02938,2,1,1,224,104,120,68.08051,7625.01701,104,120,112.00000,8.00000,64.00000,0.07143,fqscmlccmgas9pg3nhxg1r58xc4ve.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['f', 'q', 's', 'c', 'm', 'l', 'c', 'c', 'm', 'g', 'a', 's', '9', 'p', 'g', '3', 'n', 'h', 'x', 'g', '1', 'r', '5', '8', 'x', 'c', '4', 'v', 'e', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['fq', 'qs', 'sc', 'cm', 'ml', 'lc', 'cc', 'cm', 'mg', 'ga', 'as', 's9', '9p', 'pg', 'g3', '3n', 'nh', 'hx', 'xg', 'g1', '1r', 'r5', '58', '8x', 'xc', 'c4', '4v', 've', 'e.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['fqs', 'qsc', 'scm', 'cml', 'mlc', 'lcc', 'ccm', 'cmg', 'mga', 'gas', 'as9', 's9p', '9pg', 'pg3', 'g3n', '3nh', 'nhx', 'hxg', 'xg1', 'g1r', '1r5', 'r58', '58x', '8xc', 'xc4', 'c4v', '4ve', 've.', 'e.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.13333333333333333,"{'r': 1, '5': 1, 'm': 3, 'n': 1, 'f': 1, '.': 4, 's': 2, 'c': 4, 'h': 1, '3': 1, 'q': 1, 'y': 1, 'u': 1, 'd': 1, 'i': 1, 'e': 2, 'p': 2, '1': 1, 'x': 3, '4': 1, '9': 1, 'z': 1, 'v': 1, 'g': 3, '8': 1, 'a': 3, 'l': 2}",4.535863096137367,2,12,10,2,0.25,0.22727272727272727,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:37:37.162144_192.168.0.164_60566_192.168.0.1_53_4046,2024-12-12 15:37:37.162144,192.168.0.164,60566,192.168.0.1,53,DNS,0.02742,2,1,1,224,104,120,72.94442,8169.77475,104,120,112.00000,8.00000,64.00000,0.07143,i3mn1nl9jxv3i8cb88c3xxv5sn4vo.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['i', '3', 'm', 'n', '1', 'n', 'l', '9', 'j', 'x', 'v', '3', 'i', '8', 'c', 'b', '8', '8', 'c', '3', 'x', 'x', 'v', '5', 's', 'n', '4', 'v', 'o', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['i3', '3m', 'mn', 'n1', '1n', 'nl', 'l9', '9j', 'jx', 'xv', 'v3', '3i', 'i8', '8c', 'cb', 'b8', '88', '8c', 'c3', '3x', 'xx', 'xv', 'v5', '5s', 'sn', 'n4', '4v', 'vo', 'o.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['i3m', '3mn', 'mn1', 'n1n', '1nl', 'nl9', 'l9j', '9jx', 'jxv', 'xv3', 'v3i', '3i8', 'i8c', '8cb', 'cb8', 'b88', '88c', '8c3', 'c3x', '3xx', 'xxv', 'xv5', 'v5s', '5sn', 'sn4', 'n4v', '4vo', 'vo.', 'o.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.2222222222222222,"{'o': 1, '5': 1, 'm': 2, 'j': 1, 'n': 3, '.': 4, 'b': 1, 's': 1, 'c': 2, '3': 3, 'y': 1, 'u': 1, 'd': 1, 'i': 3, 'e': 1, 'p': 1, '1': 1, 'x': 4, '4': 1, '9': 1, 'z': 1, 'v': 3, '8': 3, 'a': 2, 'l': 2}",4.430198929422625,2,6,3,2,0.34782608695652173,0.18181818181818182,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:38:26.044138_192.168.0.164_60567_192.168.0.1_53_46984,2024-12-12 15:38:26.044138,192.168.0.164,60567,192.168.0.1,53,DNS,0.03146,2,1,1,224,104,120,63.58282,7121.27532,104,120,112.00000,8.00000,64.00000,0.07143,uk8i9xeyqehcq67puessenj8b94vs.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['u', 'k', '8', 'i', '9', 'x', 'e', 'y', 'q', 'e', 'h', 'c', 'q', '6', '7', 'p', 'u', 'e', 's', 's', 'e', 'n', 'j', '8', 'b', '9', '4', 'v', 's', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['uk', 'k8', '8i', 'i9', '9x', 'xe', 'ey', 'yq', 'qe', 'eh', 'hc', 'cq', 'q6', '67', '7p', 'pu', 'ue', 'es', 'ss', 'se', 'en', 'nj', 'j8', '8b', 'b9', '94', '4v', 'vs', 's.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['uk8', 'k8i', '8i9', 'i9x', '9xe', 'xey', 'eyq', 'yqe', 'qeh', 'ehc', 'hcq', 'cq6', 'q67', '67p', '7pu', 'pue', 'ues', 'ess', 'sse', 'sen', 'enj', 'nj8', 'j8b', '8b9', 'b94', '94v', '4vs', 'vs.', 's.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.15555555555555556,"{'m': 1, 'j': 1, 'n': 1, '.': 4, 'b': 1, 's': 3, 'c': 1, 'h': 1, 'q': 2, '6': 1, 'y': 2, 'u': 3, 'd': 1, 'i': 2, 'k': 1, 'e': 5, 'p': 2, 'x': 2, '4': 1, '9': 2, 'z': 1, 'v': 1, '7': 1, '8': 2, 'a': 2, 'l': 1}",4.489199419023814,2,8,3,2,0.5454545454545454,0.3953488372093023,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:39:27.270277_192.168.0.164_60568_192.168.0.1_53_28079,2024-12-12 15:39:27.270277,192.168.0.164,60568,192.168.0.1,53,DNS,0.03690,2,1,1,224,104,120,54.19908,6070.29666,104,120,112.00000,8.00000,64.00000,0.07143,hnyutl9b3fkjou9knjm7m1teku4v4.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['h', 'n', 'y', 'u', 't', 'l', '9', 'b', '3', 'f', 'k', 'j', 'o', 'u', '9', 'k', 'n', 'j', 'm', '7', 'm', '1', 't', 'e', 'k', 'u', '4', 'v', '4', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['hn', 'ny', 'yu', 'ut', 'tl', 'l9', '9b', 'b3', '3f', 'fk', 'kj', 'jo', 'ou', 'u9', '9k', 'kn', 'nj', 'jm', 'm7', '7m', 'm1', '1t', 'te', 'ek', 'ku', 'u4', '4v', 'v4', '4.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['hny', 'nyu', 'yut', 'utl', 'tl9', 'l9b', '9b3', 'b3f', '3fk', 'fkj', 'kjo', 'jou', 'ou9', 'u9k', '9kn', 'knj', 'njm', 'jm7', 'm7m', '7m1', 'm1t', '1te', 'tek', 'eku', 'ku4', 'u4v', '4v4', 'v4.', '4.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.15555555555555556,"{'o': 1, 'm': 3, 'j': 2, 'n': 2, 'f': 1, '.': 4, 'b': 1, 'h': 1, '3': 1, 'y': 2, 'u': 4, 'd': 1, 'k': 3, 'i': 1, 'e': 2, 'p': 1, '1': 1, 'x': 1, '4': 2, '9': 2, 'z': 1, 'v': 1, '7': 1, 'a': 2, 't': 2, 'l': 2}",4.5249692073446335,1,6,4,1,0.4166666666666667,0.29545454545454547,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:40:45.252823_192.168.0.164_60570_192.168.0.1_53_31123,2024-12-12 15:40:45.252823,192.168.0.164,60570,192.168.0.1,53,DNS,0.03383,2,1,1,224,104,120,59.12467,6621.96290,104,120,112.00000,8.00000,64.00000,0.07143,8na1019xvs7wese5zlzbsb97714vt.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['8', 'n', 'a', '1', '0', '1', '9', 'x', 'v', 's', '7', 'w', 'e', 's', 'e', '5', 'z', 'l', 'z', 'b', 's', 'b', '9', '7', '7', '1', '4', 'v', 't', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['8n', 'na', 'a1', '10', '01', '19', '9x', 'xv', 'vs', 's7', '7w', 'we', 'es', 'se', 'e5', '5z', 'zl', 'lz', 'zb', 'bs', 'sb', 'b9', '97', '77', '71', '14', '4v', 'vt', 't.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['8na', 'na1', 'a10', '101', '019', '19x', '9xv', 'xvs', 'vs7', 's7w', '7we', 'wes', 'ese', 'se5', 'e5z', '5zl', 'zlz', 'lzb', 'zbs', 'bsb', 'sb9', 'b97', '977', '771', '714', '14v', '4vt', 'vt.', 't.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.26666666666666666,"{'0': 1, '5': 1, 'm': 1, 'n': 1, 'w': 1, '.': 4, 'b': 2, 's': 3, 'y': 1, 'u': 1, 'd': 1, 'i': 1, 'e': 3, 'p': 1, '1': 3, 'x': 2, '4': 1, '9': 2, 'z': 3, 'v': 2, '7': 3, '8': 1, 'a': 3, 't': 1, 'l': 2}",4.457868096041213,5,6,6,1,0.38095238095238093,0.27906976744186046,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
